position_id,game_id,ply_index,fullmove_number,side_to_move,white,black,white_elo,black_elo,complexity_score,image_path,actual_move_uci,actual_move_san,budget_count,best_move_path,best_move_switch_count,unique_best_move_count,best_score_min_cp,best_score_max_cp,best_score_mean_cp,best_score_range_cp,adjacent_top3_overlap_min,adjacent_top3_overlap_mean,adjacent_top5_overlap_min,adjacent_top5_overlap_mean,best_pv_prefix_min_plies,best_pv_prefix_mean_plies,actual_move_present_budget_count,actual_move_rank_min,actual_move_rank_max,actual_move_rank_mean,actual_move_rank_range,actual_move_rank_path
eFTG0E89_ply_44,eFTG0E89,44,23,white,RandomKid1,twila,1153,1226,33,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/eFTG0E89_ply_44.png,g4g7,Qxg7,6,50ms:Qg5 | 200ms:Qg5 | 1000ms:Qg5 | 5000ms:Qg5 | 15000ms:Qg5 | 60000ms:Qxg7,1,2,-551,-275,-425,276,0.5,0.6,0.6667,0.7333,0,2,6,1,3,2,2,50ms:3 | 200ms:2 | 1000ms:2 | 5000ms:2 | 15000ms:2 | 60000ms:1
eFTG0E89_ply_45,eFTG0E89,45,23,black,RandomKid1,twila,1153,1226,36,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/eFTG0E89_ply_45.png,d8f8,Rdf8,6,50ms:Rxe4 | 200ms:Rff8 | 1000ms:Rff8 | 5000ms:Rff8 | 15000ms:Rd3 | 60000ms:Rd3,2,3,366,703,530.3333,337,0.2,0.48,0.4286,0.819,0,2.6,0,,,,,50ms:>10 | 200ms:>10 | 1000ms:>10 | 5000ms:>10 | 15000ms:>10 | 60000ms:>10
eFTG0E89_ply_46,eFTG0E89,46,24,white,RandomKid1,twila,1153,1226,32,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/eFTG0E89_ply_46.png,d2d4,d4,6,50ms:d4 | 200ms:d4 | 1000ms:b3 | 5000ms:b3 | 15000ms:b3 | 60000ms:b3,1,2,-243,-181,-219.1667,62,0.2,0.84,0.4286,0.7524,0,3,6,1,3,1.8333,2,50ms:1 | 200ms:1 | 1000ms:2 | 5000ms:2 | 15000ms:2 | 60000ms:3
eFTG0E89_ply_47,eFTG0E89,47,24,black,RandomKid1,twila,1153,1226,35,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/eFTG0E89_ply_47.png,b7b6,b6,6,50ms:Rf2 | 200ms:R4f7 | 1000ms:R4f7 | 5000ms:R4f7 | 15000ms:R4f7 | 60000ms:R4f7,1,2,159,286,229,127,0.5,0.9,1.0,1.0,0,2,6,8,10,9,2,50ms:8 | 200ms:8 | 1000ms:8 | 5000ms:10 | 15000ms:10 | 60000ms:10
gDCCYaOt_ply_18,gDCCYaOt,18,10,white,AmericanPharoah,jfz00,1892,1967,39,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/gDCCYaOt_ply_18.png,c1f4,Bf4,6,50ms:Bf4 | 200ms:h3 | 1000ms:h3 | 5000ms:Bf4 | 15000ms:Bf4 | 60000ms:Bf4,2,2,-1,10,4.3333,11,0.5,0.9,0.6667,0.7333,0,1.2,6,1,2,1.3333,1,50ms:1 | 200ms:2 | 1000ms:2 | 5000ms:1 | 15000ms:1 | 60000ms:1
gDCCYaOt_ply_19,gDCCYaOt,19,10,black,AmericanPharoah,jfz00,1892,1967,35,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/gDCCYaOt_ply_19.png,d6f5,Nf5,6,50ms:Re8 | 200ms:h6 | 1000ms:Nf5 | 5000ms:Nf5 | 15000ms:a5 | 60000ms:Nf5,4,4,-8,8,-0.8333,16,0.2,0.38,0.4286,0.619,0,0.2,6,1,10,3.8333,9,50ms:10 | 200ms:6 | 1000ms:1 | 5000ms:1 | 15000ms:4 | 60000ms:1
gDCCYaOt_ply_20,gDCCYaOt,20,11,white,AmericanPharoah,jfz00,1892,1967,27,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/gDCCYaOt_ply_20.png,e5g4,Ng4,6,50ms:Ne4 | 200ms:Ne4 | 1000ms:a4 | 5000ms:Ne4 | 15000ms:a4 | 60000ms:Ne4,4,2,5,21,11.5,16,0.2,0.64,0.4286,0.6381,0,0.8,3,9,10,9.3333,1,50ms:9 | 200ms:10 | 1000ms:>10 | 5000ms:>10 | 15000ms:>10 | 60000ms:9
gDCCYaOt_ply_21,gDCCYaOt,21,11,black,AmericanPharoah,jfz00,1892,1967,26,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/gDCCYaOt_ply_21.png,f6d4,Bd4,6,50ms:Be7 | 200ms:Be7 | 1000ms:Be7 | 5000ms:Be7 | 15000ms:Be7 | 60000ms:Be7,0,1,12,25,18.8333,13,1.0,1.0,1.0,1.0,1,1.6,6,2,3,2.1667,1,50ms:2 | 200ms:2 | 1000ms:2 | 5000ms:2 | 15000ms:3 | 60000ms:2
gDCCYaOt_ply_22,gDCCYaOt,22,12,white,AmericanPharoah,jfz00,1892,1967,46,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/gDCCYaOt_ply_22.png,g4e3,Ne3,6,50ms:Ne5 | 200ms:Ne5 | 1000ms:Qf3 | 5000ms:a4 | 15000ms:Qf3 | 60000ms:Qf3,3,3,-3,12,1.8333,15,0.2,0.54,0.6667,0.8,0,0.4,5,5,10,8.4,5,50ms:9 | 200ms:10 | 1000ms:10 | 5000ms:5 | 15000ms:8 | 60000ms:>10
gDCCYaOt_ply_24,gDCCYaOt,24,13,white,AmericanPharoah,jfz00,1892,1967,26,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/gDCCYaOt_ply_24.png,e3f5,Nxf5,6,50ms:Qf3 | 200ms:Bxc7 | 1000ms:Bxc7 | 5000ms:Bxc7 | 15000ms:Bxc7 | 60000ms:Bxc7,1,2,23,79,64,56,1.0,1.0,1.0,1.0,0,2.4,6,7,8,7.1667,1,50ms:8 | 200ms:7 | 1000ms:7 | 5000ms:7 | 15000ms:7 | 60000ms:7
gDCCYaOt_ply_30,gDCCYaOt,30,16,white,AmericanPharoah,jfz00,1892,1967,20,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/gDCCYaOt_ply_30.png,e1e4,Re4,6,50ms:Re4 | 200ms:Qf3 | 1000ms:Qf3 | 5000ms:Qf3 | 15000ms:Qf3 | 60000ms:Qf3,1,2,-158,-129,-138.8333,29,0.2,0.48,0.25,0.4881,0,1,6,1,7,4,6,50ms:1 | 200ms:2 | 1000ms:6 | 5000ms:7 | 15000ms:5 | 60000ms:3
gDCCYaOt_ply_31,gDCCYaOt,31,16,black,AmericanPharoah,jfz00,1892,1967,32,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/gDCCYaOt_ply_31.png,d4c5,Qc5,6,50ms:Qd6 | 200ms:Qd6 | 1000ms:Qd6 | 5000ms:Qd6 | 15000ms:Qd6 | 60000ms:Qd6,0,1,133,174,157.1667,41,0.5,0.8,0.6667,0.7333,2,2.6,6,3,6,5.1667,3,50ms:6 | 200ms:3 | 1000ms:6 | 5000ms:6 | 15000ms:5 | 60000ms:5
gDCCYaOt_ply_32,gDCCYaOt,32,17,white,AmericanPharoah,jfz00,1892,1967,54,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/gDCCYaOt_ply_32.png,d1e2,Qe2,6,50ms:Qg1 | 200ms:Qg1 | 1000ms:Qg1 | 5000ms:Qg1 | 15000ms:Qg1 | 60000ms:Qg1,0,1,-144,-106,-129.5,38,0.2,0.38,0.4286,0.619,1,2.8,2,6,9,7.5,3,50ms:6 | 200ms:9 | 1000ms:>10 | 5000ms:>10 | 15000ms:>10 | 60000ms:>10
gDCCYaOt_ply_33,gDCCYaOt,33,17,black,AmericanPharoah,jfz00,1892,1967,28,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/gDCCYaOt_ply_33.png,c8f5,Bf5,6,50ms:Bd7 | 200ms:Bd7 | 1000ms:b6 | 5000ms:Bd7 | 15000ms:Bd7 | 60000ms:Bd7,2,2,136,177,161.1667,41,1.0,1.0,0.6667,0.7333,0,2,1,5,5,5,0,50ms:>10 | 200ms:5 | 1000ms:>10 | 5000ms:>10 | 15000ms:>10 | 60000ms:>10
gDCCYaOt_ply_34,gDCCYaOt,34,18,white,AmericanPharoah,jfz00,1892,1967,35,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/gDCCYaOt_ply_34.png,e4c4,Rc4,6,50ms:Re5 | 200ms:Re5 | 1000ms:Re5 | 5000ms:Re5 | 15000ms:Re5 | 60000ms:Re5,0,1,16,176,131.5,160,0.5,0.8,0.6667,0.8667,1,4.2,6,2,3,2.1667,1,50ms:2 | 200ms:3 | 1000ms:2 | 5000ms:2 | 15000ms:2 | 60000ms:2
gDCCYaOt_ply_35,gDCCYaOt,35,18,black,AmericanPharoah,jfz00,1892,1967,20,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/gDCCYaOt_ply_35.png,c5b6,Qb6,6,50ms:Qd6 | 200ms:Qd6 | 1000ms:Qb6 | 5000ms:Qd6 | 15000ms:Qd6 | 60000ms:Qd6,2,2,137,152,144.6667,15,1.0,1.0,1.0,1.0,0,0.6,6,1,2,1.8333,1,50ms:2 | 200ms:2 | 1000ms:1 | 5000ms:2 | 15000ms:2 | 60000ms:2
gDCCYaOt_ply_36,gDCCYaOt,36,19,white,AmericanPharoah,jfz00,1892,1967,34,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/gDCCYaOt_ply_36.png,e2f3,Qf3,6,50ms:Qd2 | 200ms:Na4 | 1000ms:Na4 | 5000ms:Na4 | 15000ms:Qd2 | 60000ms:Na4,3,2,-149,-107,-128,42,0.5,0.6,0.25,0.6024,0,1.4,4,9,10,9.75,1,50ms:10 | 200ms:>10 | 1000ms:>10 | 5000ms:10 | 15000ms:10 | 60000ms:9
gDCCYaOt_ply_37,gDCCYaOt,37,19,black,AmericanPharoah,jfz00,1892,1967,22,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/gDCCYaOt_ply_37.png,f5e6,Be6,6,50ms:Be6 | 200ms:Be6 | 1000ms:Be6 | 5000ms:Be6 | 15000ms:Be6 | 60000ms:Be6,0,1,156,194,175.5,38,0.5,0.8,1.0,1.0,2,3.6,6,1,1,1,0,50ms:1 | 200ms:1 | 1000ms:1 | 5000ms:1 | 15000ms:1 | 60000ms:1
gDCCYaOt_ply_42,gDCCYaOt,42,22,white,AmericanPharoah,jfz00,1892,1967,18,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/gDCCYaOt_ply_42.png,e4h4,Rh4,6,50ms:Qe2 | 200ms:Qf2 | 1000ms:Qe2 | 5000ms:Qf2 | 15000ms:Qf2 | 60000ms:Qf2,3,2,-541,-444,-490.6667,97,0.2,0.68,0.1111,0.5389,0,1,5,2,10,6.4,8,50ms:10 | 200ms:2 | 1000ms:9 | 5000ms:7 | 15000ms:4 | 60000ms:>10
gDCCYaOt_ply_44,gDCCYaOt,44,23,white,AmericanPharoah,jfz00,1892,1967,18,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/gDCCYaOt_ply_44.png,f3h5,Qh5,6,50ms:Qh5 | 200ms:Qf5 | 1000ms:Qf5 | 5000ms:Qf5 | 15000ms:Qf5 | 60000ms:Qf2,2,3,-560,-466,-509,94,0.2,0.64,0.6667,0.8667,0,1.8,6,1,4,2.8333,3,50ms:1 | 200ms:2 | 1000ms:4 | 5000ms:4 | 15000ms:4 | 60000ms:2
gDCCYaOt_ply_46,gDCCYaOt,46,24,white,AmericanPharoah,jfz00,1892,1967,19,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/gDCCYaOt_ply_46.png,h4g4,Rg4,6,50ms:Qf5 | 200ms:Rg4 | 1000ms:Qf5 | 5000ms:Qe2 | 15000ms:Qe2 | 60000ms:Qf5,4,3,-578,-472,-532.8333,106,0.2,0.64,0.25,0.5357,0,0.2,6,1,7,5,6,50ms:5 | 200ms:1 | 1000ms:7 | 5000ms:6 | 15000ms:5 | 60000ms:6
gDCCYaOt_ply_49,gDCCYaOt,49,25,black,AmericanPharoah,jfz00,1892,1967,43,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/gDCCYaOt_ply_49.png,g7g6,g6,6,50ms:Kh8 | 200ms:Kh8 | 1000ms:Kh8 | 5000ms:Kg8 | 15000ms:Kg8 | 60000ms:Kh8,2,2,447,570,517.8333,123,1.0,1.0,1.0,1.0,0,1.2,6,3,3,3,0,50ms:3 | 200ms:3 | 1000ms:3 | 5000ms:3 | 15000ms:3 | 60000ms:3
gDCCYaOt_ply_50,gDCCYaOt,50,26,white,AmericanPharoah,jfz00,1892,1967,41,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/gDCCYaOt_ply_50.png,f5f4,Qf4,6,50ms:Qd7 | 200ms:Qf4 | 1000ms:Qf4 | 5000ms:Qf2 | 15000ms:Qf2 | 60000ms:Qf2,2,3,-528,-393,-477,135,0.5,0.8,0.6667,0.8667,0,1.6,6,1,2,1.6667,1,50ms:2 | 200ms:1 | 1000ms:1 | 5000ms:2 | 15000ms:2 | 60000ms:2
gDCCYaOt_ply_51,gDCCYaOt,51,26,black,AmericanPharoah,jfz00,1892,1967,42,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/gDCCYaOt_ply_51.png,f7f5,f5,6,50ms:Rae8 | 200ms:f5 | 1000ms:Rae8 | 5000ms:Rae8 | 15000ms:Qxc2 | 60000ms:Qxc2,3,3,468,598,528.5,130,0.5,0.8,0.4286,0.619,0,0.4,6,1,3,2.3333,2,50ms:3 | 200ms:1 | 1000ms:3 | 5000ms:3 | 15000ms:2 | 60000ms:2
gDCCYaOt_ply_52,gDCCYaOt,52,27,white,AmericanPharoah,jfz00,1892,1967,25,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/gDCCYaOt_ply_52.png,g4h4,Rh4,6,50ms:Rg3 | 200ms:Rh4 | 1000ms:Rh4 | 5000ms:Rh4 | 15000ms:Rh4 | 60000ms:Rh4,1,2,-505,-448,-483.8333,57,0.5,0.7,0.6667,0.8667,0,2,6,1,2,1.1667,1,50ms:2 | 200ms:1 | 1000ms:1 | 5000ms:1 | 15000ms:1 | 60000ms:1
gDCCYaOt_ply_54,gDCCYaOt,54,28,white,AmericanPharoah,jfz00,1892,1967,23,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/gDCCYaOt_ply_54.png,f4g5,Qxg5,6,50ms:Qxg5 | 200ms:Qxg5 | 1000ms:Qxg5 | 5000ms:Qxg5 | 15000ms:Qxg5 | 60000ms:Qxg5,0,1,-494,-386,-457.1667,108,0.5,0.6,0.6667,0.9333,2,4,6,1,1,1,0,50ms:1 | 200ms:1 | 1000ms:1 | 5000ms:1 | 15000ms:1 | 60000ms:1
gDCCYaOt_ply_55,gDCCYaOt,55,28,black,AmericanPharoah,jfz00,1892,1967,18,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/gDCCYaOt_ply_55.png,c3f6,Qf6,6,50ms:Qf6 | 200ms:Qf6 | 1000ms:Rf6 | 5000ms:Rf6 | 15000ms:Rf6 | 60000ms:Rf6,1,2,465,694,579.5,229,1.0,1.0,1.0,1.0,0,3,6,1,3,1.8333,2,50ms:1 | 200ms:1 | 1000ms:3 | 5000ms:2 | 15000ms:2 | 60000ms:2
gDCCYaOt_ply_56,gDCCYaOt,56,29,white,AmericanPharoah,jfz00,1892,1967,31,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/gDCCYaOt_ply_56.png,g5f4,Qf4,6,50ms:Qf4 | 200ms:Qxf6 | 1000ms:Qxf6 | 5000ms:Qxf6 | 15000ms:Qxf6 | 60000ms:Qxf6,1,2,-502,-413,-483,89,0.5,0.9,0.6667,0.8667,0,2.6,6,1,5,3.3333,4,50ms:1 | 200ms:2 | 1000ms:4 | 5000ms:4 | 15000ms:4 | 60000ms:5
gDCCYaOt_ply_57,gDCCYaOt,57,29,black,AmericanPharoah,jfz00,1892,1967,35,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/gDCCYaOt_ply_57.png,f8g8,Rg8,6,50ms:c5 | 200ms:c5 | 1000ms:Rg8 | 5000ms:Rg8 | 15000ms:Rg8 | 60000ms:Rg8,1,2,356,694,541.3333,338,0.2,0.74,0.25,0.4524,0,1.2,4,1,1,1,0,50ms:>10 | 200ms:>10 | 1000ms:1 | 5000ms:1 | 15000ms:1 | 60000ms:1
h9Pz2Xue_ply_18,h9Pz2Xue,18,10,white,CHANCAYROMERO,ViolettaRamirezs,901,779,33,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/h9Pz2Xue_ply_18.png,d2d3,d3,6,50ms:Qd1 | 200ms:Qh5 | 1000ms:Qh5 | 5000ms:Nd5 | 15000ms:Nd5 | 60000ms:Nd5,2,3,502,598,529.5,96,0.5,0.5,0.4286,0.6381,0,0.6,6,2,4,3.3333,2,50ms:2 | 200ms:3 | 1000ms:4 | 5000ms:4 | 15000ms:3 | 60000ms:4
h9Pz2Xue_ply_19,h9Pz2Xue,19,10,black,CHANCAYROMERO,ViolettaRamirezs,901,779,36,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/h9Pz2Xue_ply_19.png,c4e6,Qe6,6,50ms:Qf7 | 200ms:Qe6 | 1000ms:Qf7 | 5000ms:Qf7 | 15000ms:Qe6 | 60000ms:Qe6,3,2,-546,-481,-506.3333,65,0.5,0.7,1.0,1.0,0,1,6,1,2,1.5,1,50ms:2 | 200ms:1 | 1000ms:2 | 5000ms:2 | 15000ms:1 | 60000ms:1
h9Pz2Xue_ply_22,h9Pz2Xue,22,12,white,CHANCAYROMERO,ViolettaRamirezs,901,779,31,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/h9Pz2Xue_ply_22.png,c3d1,Nd1,6,50ms:Be3 | 200ms:Be3 | 1000ms:Be3 | 5000ms:Be3 | 15000ms:Be3 | 60000ms:Nb5,1,2,476,499,486.1667,23,0.2,0.38,0.1111,0.377,0,2.4,0,,,,,50ms:>10 | 200ms:>10 | 1000ms:>10 | 5000ms:>10 | 15000ms:>10 | 60000ms:>10
h9Pz2Xue_ply_23,h9Pz2Xue,23,12,black,CHANCAYROMERO,ViolettaRamirezs,901,779,19,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/h9Pz2Xue_ply_23.png,e6e5,e5,6,50ms:Be7 | 200ms:Be7 | 1000ms:Be7 | 5000ms:b6 | 15000ms:Be7 | 60000ms:Be7,2,2,-446,-435,-440.3333,11,0.2,0.32,0.4286,0.5714,0,1.6,3,2,10,6.6667,8,50ms:8 | 200ms:2 | 1000ms:10 | 5000ms:>10 | 15000ms:>10 | 60000ms:>10
h9Pz2Xue_ply_24,h9Pz2Xue,24,13,white,CHANCAYROMERO,ViolettaRamirezs,901,779,21,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/h9Pz2Xue_ply_24.png,c1e3,Be3,6,50ms:Be3 | 200ms:Be3 | 1000ms:Be3 | 5000ms:Be3 | 15000ms:Be3 | 60000ms:Be3,0,1,451,505,469.6667,54,0.2,0.32,0.1111,0.4603,1,2.6,6,1,1,1,0,50ms:1 | 200ms:1 | 1000ms:1 | 5000ms:1 | 15000ms:1 | 60000ms:1
h9Pz2Xue_ply_33,h9Pz2Xue,33,17,black,CHANCAYROMERO,ViolettaRamirezs,901,779,22,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/h9Pz2Xue_ply_33.png,c8d7,Bd7,6,50ms:Nc6 | 200ms:a5 | 1000ms:Be6 | 5000ms:a5 | 15000ms:a5 | 60000ms:a5,3,3,-474,-450,-457.5,24,0.5,0.6,0.4286,0.5714,0,2,6,2,9,3.6667,7,50ms:9 | 200ms:4 | 1000ms:3 | 5000ms:2 | 15000ms:2 | 60000ms:2
h9Pz2Xue_ply_34,h9Pz2Xue,34,18,white,CHANCAYROMERO,ViolettaRamirezs,901,779,18,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/h9Pz2Xue_ply_34.png,a1c1,Rc1,6,50ms:f4 | 200ms:f4 | 1000ms:Nb2 | 5000ms:f4 | 15000ms:Nb2 | 60000ms:Nb2,3,2,461,490,471.6667,29,0.5,0.7,0.6667,0.8,0,1.2,6,3,8,6.3333,5,50ms:8 | 200ms:7 | 1000ms:7 | 5000ms:6 | 15000ms:7 | 60000ms:3
h9Pz2Xue_ply_35,h9Pz2Xue,35,18,black,CHANCAYROMERO,ViolettaRamirezs,901,779,24,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/h9Pz2Xue_ply_35.png,b8a6,Na6,6,50ms:Nc6 | 200ms:Nc6 | 1000ms:Nc6 | 5000ms:Nc6 | 15000ms:Nc6 | 60000ms:Nc6,0,1,-461,-419,-438.8333,42,0.2,0.64,0.4286,0.619,1,3.4,6,4,9,6.8333,5,50ms:6 | 200ms:4 | 1000ms:7 | 5000ms:7 | 15000ms:8 | 60000ms:9
h9Pz2Xue_ply_37,h9Pz2Xue,37,19,black,CHANCAYROMERO,ViolettaRamirezs,901,779,20,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/h9Pz2Xue_ply_37.png,b7b5,b5,6,50ms:h6 | 200ms:b6 | 1000ms:b6 | 5000ms:Be6 | 15000ms:Be6 | 60000ms:Be6,2,3,-425,-400,-410.8333,25,0.2,0.44,0.4286,0.5238,0,1.6,5,5,9,7.2,4,50ms:>10 | 200ms:5 | 1000ms:7 | 5000ms:8 | 15000ms:9 | 60000ms:7
hMI5kmr4_ply_18,hMI5kmr4,18,10,white,Yhunely,kefer0,1272,1387,18,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/hMI5kmr4_ply_18.png,c4d3,Bd3,6,50ms:Qxe5 | 200ms:Qxe5 | 1000ms:d4 | 5000ms:O-O | 15000ms:d4 | 60000ms:d4,3,3,-837,-674,-741.8333,163,0.5,0.6,0.4286,0.7524,0,1.6,0,,,,,50ms:>10 | 200ms:>10 | 1000ms:>10 | 5000ms:>10 | 15000ms:>10 | 60000ms:>10
hi4UI0KC_ply_18,hi4UI0KC,18,10,white,defun1,ChessRookie2026,1267,1307,25,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/hi4UI0KC_ply_18.png,d1d2,Qd2,6,50ms:c4 | 200ms:c4 | 1000ms:c4 | 5000ms:c4 | 15000ms:Be2 | 60000ms:c4,2,2,-42,-16,-31,26,0.5,0.5,0.6667,0.6667,0,2.8,6,7,9,7.6667,2,50ms:7 | 200ms:9 | 1000ms:7 | 5000ms:7 | 15000ms:8 | 60000ms:8
hi4UI0KC_ply_19,hi4UI0KC,19,10,black,defun1,ChessRookie2026,1267,1307,24,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/hi4UI0KC_ply_19.png,a7a5,a5,6,50ms:e5 | 200ms:e5 | 1000ms:e5 | 5000ms:a5 | 15000ms:a5 | 60000ms:a5,1,2,91,153,109.5,62,1.0,1.0,0.6667,0.8667,0,2.8,6,1,3,1.6667,2,50ms:2 | 200ms:3 | 1000ms:2 | 5000ms:1 | 15000ms:1 | 60000ms:1
hi4UI0KC_ply_20,hi4UI0KC,20,11,white,defun1,ChessRookie2026,1267,1307,18,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/hi4UI0KC_ply_20.png,b4a5,bxa5,6,50ms:Rd1 | 200ms:Rd1 | 1000ms:Be2 | 5000ms:Be2 | 15000ms:Rb1 | 60000ms:Be2,3,3,-100,-75,-88.8333,25,0.2,0.44,0.4286,0.6857,0,1.4,3,5,10,7,5,50ms:5 | 200ms:6 | 1000ms:>10 | 5000ms:10 | 15000ms:>10 | 60000ms:>10
hi4UI0KC_ply_21,hi4UI0KC,21,11,black,defun1,ChessRookie2026,1267,1307,25,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/hi4UI0KC_ply_21.png,b6a5,Bxa5,6,50ms:Bxa5 | 200ms:Bxa5 | 1000ms:Bxa5 | 5000ms:Bxa5 | 15000ms:Bxa5 | 60000ms:Bxa5,0,1,143,197,177.8333,54,1.0,1.0,0.6667,0.8667,3,4.8,6,1,1,1,0,50ms:1 | 200ms:1 | 1000ms:1 | 5000ms:1 | 15000ms:1 | 60000ms:1
