position_id,game_id,ply_index,fullmove_number,side_to_move,player_elo,white,black,complexity_score,image_path,candidate_count,actual_move_uci,actual_move_san,actual_candidate_available,actual_realizability_score_v0,actual_maia_probability,actual_maia_rank,engine_best_uci,engine_best_san,engine_best_realizability_score_v0,engine_best_maia_probability,engine_best_maia_rank,top_realizability_uci,top_realizability_san,top_realizability_score_v0,actual_minus_engine_best_realizability,actual_matches_engine_best,actual_matches_top_realizability,actual_beats_engine_best
tNNQEMVj_ply_35,tNNQEMVj,35,18,black,1074,blueminute,Dalfaro13,10,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/tNNQEMVj_ply_35.png,3,b8b7,Rxb7,True,56.33,0.9056,1,e4f3,exf3,45.13,0.0146,2,b8b7,Rxb7,56.33,11.2,False,True,True
tNNQEMVj_ply_36,tNNQEMVj,36,19,white,1021,blueminute,Dalfaro13,22,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/tNNQEMVj_ply_36.png,2,b1b7,Rxb7,True,56.47,0.4591,1,b1b7,Rxb7,56.47,0.4591,1,b1b7,Rxb7,56.47,0.0,True,True,False
tNNQEMVj_ply_38,tNNQEMVj,38,20,white,1021,blueminute,Dalfaro13,21,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/tNNQEMVj_ply_38.png,3,f3e4,fxe4,True,33.0,0.5112,1,f3e4,fxe4,33.0,0.5112,1,f3e4,fxe4,33.0,0.0,True,True,False
tNNQEMVj_ply_39,tNNQEMVj,39,20,black,1074,blueminute,Dalfaro13,18,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/tNNQEMVj_ply_39.png,3,f6e4,Nxe4,True,64.16,0.6448,1,f6e4,Nxe4,64.16,0.6448,1,f6e4,Nxe4,64.16,0.0,True,True,False
tNNQEMVj_ply_40,tNNQEMVj,40,21,white,1021,blueminute,Dalfaro13,27,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/tNNQEMVj_ply_40.png,4,a2a3,a3,True,33.0,0.0068,15,e2c4,Bxc4,33.0,0.2765,1,a2a3,a3,33.0,0.0,False,True,False
tNNQEMVj_ply_41,tNNQEMVj,41,21,black,1074,blueminute,Dalfaro13,24,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/tNNQEMVj_ply_41.png,4,e4c5,Nxc5,True,33.0,0.3005,1,d7c8,Kc8,45.46,0.0034,23,b7b5,Qb5,50.88,-12.46,False,False,False
tNNQEMVj_ply_42,tNNQEMVj,42,22,white,1021,blueminute,Dalfaro13,32,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/tNNQEMVj_ply_42.png,4,e3e4,e4,True,33.0,0.2513,1,f1f5,Rxf5,33.0,0.0036,18,e3e4,e4,33.0,0.0,False,True,False
tNNQEMVj_ply_43,tNNQEMVj,43,22,black,1074,blueminute,Dalfaro13,19,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/tNNQEMVj_ply_43.png,3,c5e4,Nxe4,True,70.25,0.464,2,c5e4,Nxe4,70.25,0.464,2,c5e4,Nxe4,70.25,0.0,True,True,False
tNNQEMVj_ply_44,tNNQEMVj,44,23,white,1021,blueminute,Dalfaro13,23,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/tNNQEMVj_ply_44.png,4,c1g5,Bxg5,True,33.0,0.1608,2,c1e3,Be3,33.0,0.0495,7,c1g5,Bxg5,33.0,0.0,False,True,False
tNNQEMVj_ply_45,tNNQEMVj,45,23,black,1074,blueminute,Dalfaro13,28,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/tNNQEMVj_ply_45.png,3,e4g5,Nxg5,True,69.03,0.559,1,e4g5,Nxg5,69.03,0.559,1,e4g5,Nxg5,69.03,0.0,True,True,False
tNNQEMVj_ply_46,tNNQEMVj,46,24,white,1021,blueminute,Dalfaro13,41,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/tNNQEMVj_ply_46.png,4,c2c3,c3,True,33.0,0.0787,5,f1f5,Rxf5,33.0,0.0127,13,c2c3,c3,33.0,0.0,False,True,False
tNNQEMVj_ply_47,tNNQEMVj,47,24,black,1074,blueminute,Dalfaro13,14,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/tNNQEMVj_ply_47.png,4,b7b2,Qb2,True,45.75,0.0417,6,b7b5,Qb5,44.37,0.0054,21,b7b6,Qb6+,77.03,1.38,False,False,True
tNNQEMVj_ply_48,tNNQEMVj,48,25,white,1021,blueminute,Dalfaro13,17,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/tNNQEMVj_ply_48.png,2,e2c4,Bxc4,True,33.0,0.3252,1,e2c4,Bxc4,33.0,0.3252,1,e2c4,Bxc4,33.0,0.0,True,True,False
tNNQEMVj_ply_50,tNNQEMVj,50,26,white,1021,blueminute,Dalfaro13,20,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/tNNQEMVj_ply_50.png,2,c4e6,Bxe6+,True,33.0,0.379,1,c4e6,Bxe6+,33.0,0.379,1,c4e6,Bxe6+,33.0,0.0,True,True,False
tNNQEMVj_ply_51,tNNQEMVj,51,26,black,1074,blueminute,Dalfaro13,19,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/tNNQEMVj_ply_51.png,3,g5e6,Nxe6,True,74.08,0.7082,1,g5e6,Nxe6,74.08,0.7082,1,d7e6,Kxe6,77.38,0.0,True,False,False
tXq08uah_ply_18,tXq08uah,18,10,white,1815,patzer1800,Pollewollie,17,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/tXq08uah_ply_18.png,4,g2g3,g3,True,33.0,0.0764,4,f2f3,f3,72.09,0.1998,3,f2f3,f3,72.09,-39.09,False,False,False
tiUoqkJo_ply_18,tiUoqkJo,18,10,white,1198,grey-dancer,popexe911,13,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/tiUoqkJo_ply_18.png,1,c3a4,Na4,True,45.68,0.2108,2,c3a4,Na4,45.68,0.2108,2,c3a4,Na4,45.68,0.0,True,True,False
tiUoqkJo_ply_19,tiUoqkJo,19,10,black,1325,grey-dancer,popexe911,12,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/tiUoqkJo_ply_19.png,4,b6d6,Qd6,True,33.0,0.4395,1,b6d4,Qxd4,33.0,0.0519,4,b2a1,Bxa1,38.2,0.0,False,False,False
tiUoqkJo_ply_21,tiUoqkJo,21,11,black,1325,grey-dancer,popexe911,17,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/tiUoqkJo_ply_21.png,4,f6g4,Ng4,True,33.0,0.2743,1,b7b6,b6,33.0,0.0406,5,f6g4,Ng4,33.0,0.0,False,True,False
tiUoqkJo_ply_22,tiUoqkJo,22,12,white,1198,grey-dancer,popexe911,26,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/tiUoqkJo_ply_22.png,4,f3e5,Ne5,True,33.0,0.0663,4,h2h3,h3,52.05,0.0836,3,h2h3,h3,52.05,-19.05,False,False,False
tiUoqkJo_ply_23,tiUoqkJo,23,12,black,1325,grey-dancer,popexe911,13,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/tiUoqkJo_ply_23.png,3,g4e5,Nxe5,True,33.0,0.5686,1,g4e5,Nxe5,33.0,0.5686,1,g4e5,Nxe5,33.0,0.0,True,True,False
tiUoqkJo_ply_26,tiUoqkJo,26,14,white,1198,grey-dancer,popexe911,18,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/tiUoqkJo_ply_26.png,3,b2c4,Nc4,True,33.0,0.8378,1,b2c4,Nc4,33.0,0.8378,1,b2c4,Nc4,33.0,0.0,True,True,False
tiUoqkJo_ply_27,tiUoqkJo,27,14,black,1325,grey-dancer,popexe911,55,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/tiUoqkJo_ply_27.png,3,e5f6,Qf6,True,33.0,0.3359,1,e5f6,Qf6,33.0,0.3359,1,e5f6,Qf6,33.0,0.0,True,True,False
tiUoqkJo_ply_28,tiUoqkJo,28,15,white,1198,grey-dancer,popexe911,26,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/tiUoqkJo_ply_28.png,4,d1h5,Qh5,True,55.44,0.2372,1,d1e1,Qe1,51.06,0.0294,8,d1h5,Qh5,55.44,4.38,False,True,True
tiUoqkJo_ply_29,tiUoqkJo,29,15,black,1325,grey-dancer,popexe911,25,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/tiUoqkJo_ply_29.png,1,h7h6,h6,True,33.0,0.1883,2,h7h6,h6,33.0,0.1883,2,h7h6,h6,33.0,0.0,True,True,False
tiUoqkJo_ply_30,tiUoqkJo,30,16,white,1198,grey-dancer,popexe911,21,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/tiUoqkJo_ply_30.png,4,d2b4,Bb4,True,45.48,0.0504,6,b3b4,b4,49.37,0.0008,43,h5e2,Qe2,49.78,-3.89,False,False,False
tiUoqkJo_ply_31,tiUoqkJo,31,16,black,1325,grey-dancer,popexe911,13,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/tiUoqkJo_ply_31.png,3,f8d8,Rd8,True,33.0,0.2894,2,f8d8,Rd8,33.0,0.2894,2,f8d8,Rd8,33.0,0.0,True,True,False
tiUoqkJo_ply_33,tiUoqkJo,33,17,black,1325,grey-dancer,popexe911,20,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/tiUoqkJo_ply_33.png,4,g7g6,g6,True,33.0,0.0762,4,d8d3,Rxd3,33.0,0.0265,8,g7g6,g6,33.0,0.0,False,True,False
tiUoqkJo_ply_36,tiUoqkJo,36,19,white,1198,grey-dancer,popexe911,19,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/tiUoqkJo_ply_36.png,3,e5g6,Nxg6,True,50.8,0.5456,1,h5e2,Qe2,61.41,0.0219,4,h5e2,Qe2,61.41,-10.61,False,False,False
tiUoqkJo_ply_37,tiUoqkJo,37,19,black,1325,grey-dancer,popexe911,38,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/tiUoqkJo_ply_37.png,1,b8c6,Nc6,True,34.2,0.2781,1,b8c6,Nc6,34.2,0.2781,1,b8c6,Nc6,34.2,0.0,True,True,False
tiUoqkJo_ply_38,tiUoqkJo,38,20,white,1198,grey-dancer,popexe911,22,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/tiUoqkJo_ply_38.png,4,b4d2,Bd2,True,40.95,0.0292,5,b4a3,Ba3,58.5,0.1018,3,b4a3,Ba3,58.5,-17.55,False,False,False
tiUoqkJo_ply_41,tiUoqkJo,41,21,black,1325,grey-dancer,popexe911,23,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/tiUoqkJo_ply_41.png,3,c6d4,Nd4,True,33.0,0.0194,11,d2d7,Rd7,44.47,0.0697,3,d2d7,Rd7,44.47,-11.47,False,False,False
tiUoqkJo_ply_43,tiUoqkJo,43,22,black,1325,grey-dancer,popexe911,12,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/tiUoqkJo_ply_43.png,3,d4e2,Ne2+,True,33.0,0.4503,1,d4e2,Ne2+,33.0,0.4503,1,d2e2,Re2,43.2,0.0,True,False,False
tiUoqkJo_ply_44,tiUoqkJo,44,23,white,1198,grey-dancer,popexe911,14,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/tiUoqkJo_ply_44.png,1,g1h1,Kh1,True,44.83,1.0,1,g1h1,Kh1,44.83,1.0,1,g1h1,Kh1,44.83,0.0,True,True,False
tiUoqkJo_ply_45,tiUoqkJo,45,23,black,1325,grey-dancer,popexe911,32,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/tiUoqkJo_ply_45.png,3,d2d4,Rd4,True,46.64,0.0336,9,d2d4,Rd4,46.64,0.0336,9,d2d6,Rd6,51.44,0.0,True,False,False
tiUoqkJo_ply_46,tiUoqkJo,46,24,white,1198,grey-dancer,popexe911,27,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/tiUoqkJo_ply_46.png,4,a1d1,Rad1,True,33.0,0.0839,5,h6h5,Qh5,33.0,0.1107,3,a1d1,Rad1,33.0,0.0,False,True,False
tiUoqkJo_ply_47,tiUoqkJo,47,24,black,1325,grey-dancer,popexe911,11,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/tiUoqkJo_ply_47.png,4,d4d1,Rxd1,True,32.67,0.7009,1,e6e5,e5,43.12,0.0274,5,e6e5,e5,43.12,-10.45,False,False,False
tiUoqkJo_ply_48,tiUoqkJo,48,25,white,1198,grey-dancer,popexe911,12,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/tiUoqkJo_ply_48.png,1,f1d1,Rxd1,True,41.5,0.9388,1,f1d1,Rxd1,41.5,0.9388,1,f1d1,Rxd1,41.5,0.0,True,True,False
tiUoqkJo_ply_49,tiUoqkJo,49,25,black,1325,grey-dancer,popexe911,24,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/tiUoqkJo_ply_49.png,1,c8d7,Bd7,True,71.06,0.0802,7,c8d7,Bd7,71.06,0.0802,7,c8d7,Bd7,71.06,0.0,True,True,False
u3ENT7qN_ply_18,u3ENT7qN,18,10,white,2267,HELIO94,FreeDraw-Com,14,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/u3ENT7qN_ply_18.png,3,e4f6,Nxf6+,True,83.73,0.04,7,e4f6,Nxf6+,83.73,0.04,7,e4f6,Nxf6+,83.73,0.0,True,True,False
u3ENT7qN_ply_19,u3ENT7qN,19,10,black,2251,HELIO94,FreeDraw-Com,17,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/u3ENT7qN_ply_19.png,2,e7f6,Bxf6,True,33.0,0.8862,1,e7f6,Bxf6,33.0,0.8862,1,e7f6,Bxf6,33.0,0.0,True,True,False
u3ENT7qN_ply_20,u3ENT7qN,20,11,white,2267,HELIO94,FreeDraw-Com,21,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/u3ENT7qN_ply_20.png,4,c2c3,c3,True,47.12,0.5139,1,b2b3,b3,52.19,0.0019,14,b2b3,b3,52.19,-5.07,False,False,False
u3ENT7qN_ply_21,u3ENT7qN,21,11,black,2251,HELIO94,FreeDraw-Com,10,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/u3ENT7qN_ply_21.png,3,c6c5,c5,True,33.0,0.0968,4,c6c5,c5,33.0,0.0968,4,c6c5,c5,33.0,0.0,True,True,False
u3ENT7qN_ply_22,u3ENT7qN,22,12,white,2267,HELIO94,FreeDraw-Com,18,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/u3ENT7qN_ply_22.png,4,f3e5,Ne5,True,35.16,0.4311,1,f3g5,Ng5,46.26,0.0087,12,f3g5,Ng5,46.26,-11.1,False,False,False
u3ENT7qN_ply_23,u3ENT7qN,23,12,black,2251,HELIO94,FreeDraw-Com,13,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/u3ENT7qN_ply_23.png,3,c5d4,cxd4,True,33.0,0.6329,1,c5d4,cxd4,33.0,0.6329,1,c5d4,cxd4,33.0,0.0,True,True,False
u3ENT7qN_ply_25,u3ENT7qN,25,13,black,2251,HELIO94,FreeDraw-Com,19,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/u3ENT7qN_ply_25.png,4,d7c6,Bc6,True,33.0,0.1594,3,e8g8,O-O,33.0,0.283,2,d7c6,Bc6,33.0,0.0,False,True,False
u3ENT7qN_ply_26,u3ENT7qN,26,14,white,2267,HELIO94,FreeDraw-Com,21,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/u3ENT7qN_ply_26.png,3,c1e3,Be3,True,37.06,0.3378,1,f4f5,f5,41.06,0.0859,3,d1h5,Qh5,66.51,-4.0,False,False,False
u3ENT7qN_ply_27,u3ENT7qN,27,14,black,2251,HELIO94,FreeDraw-Com,31,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/u3ENT7qN_ply_27.png,3,e8g8,O-O,True,33.0,0.4769,1,e8g8,O-O,33.0,0.4769,1,e8g8,O-O,33.0,0.0,True,True,False
u3ENT7qN_ply_28,u3ENT7qN,28,15,white,2267,HELIO94,FreeDraw-Com,20,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/u3ENT7qN_ply_28.png,3,a1c1,Rc1,True,33.0,0.4818,1,f4f5,f5,46.42,0.0324,4,f4f5,f5,46.42,-13.42,False,False,False
u3ENT7qN_ply_29,u3ENT7qN,29,15,black,2251,HELIO94,FreeDraw-Com,39,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/u3ENT7qN_ply_29.png,4,f6e5,Bxe5,True,33.0,0.1933,3,c8d8,Qd8,33.0,0.2182,2,f6e5,Bxe5,33.0,0.0,False,True,False
u3ENT7qN_ply_30,u3ENT7qN,30,16,white,2267,HELIO94,FreeDraw-Com,24,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/u3ENT7qN_ply_30.png,2,f4e5,fxe5,True,63.12,0.8554,1,f4e5,fxe5,63.12,0.8554,1,f4e5,fxe5,63.12,0.0,True,True,False
u3ENT7qN_ply_31,u3ENT7qN,31,16,black,2251,HELIO94,FreeDraw-Com,19,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/u3ENT7qN_ply_31.png,3,c8d7,Qd7,True,33.0,0.6482,1,b8d7,Nd7,33.0,0.0498,3,c8d7,Qd7,33.0,0.0,False,True,False
u3ENT7qN_ply_32,u3ENT7qN,32,17,white,2267,HELIO94,FreeDraw-Com,14,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/u3ENT7qN_ply_32.png,4,d1c2,Qc2,True,44.23,0.0249,6,d1g4,Qg4,51.51,0.185,2,d1g4,Qg4,51.51,-7.28,False,False,False
u3ENT7qN_ply_33,u3ENT7qN,33,17,black,2251,HELIO94,FreeDraw-Com,22,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/u3ENT7qN_ply_33.png,3,g7g6,g6,True,33.0,0.6261,1,b8a6,Na6,33.0,0.0359,3,g7g6,g6,33.0,0.0,False,True,False
u3ENT7qN_ply_34,u3ENT7qN,34,18,white,2267,HELIO94,FreeDraw-Com,26,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/u3ENT7qN_ply_34.png,4,e3g5,Bg5,True,51.61,0.0399,6,c2f2,Qf2,56.88,0.1326,3,c2f2,Qf2,56.88,-5.27,False,False,False
u3ENT7qN_ply_36,u3ENT7qN,36,19,white,2267,HELIO94,FreeDraw-Com,14,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/u3ENT7qN_ply_36.png,4,c2d2,Qd2,True,51.79,0.0626,2,f1f4,Rf4,72.45,0.0015,12,f1f4,Rf4,72.45,-20.66,False,False,False
u3ENT7qN_ply_37,u3ENT7qN,37,19,black,2251,HELIO94,FreeDraw-Com,12,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/u3ENT7qN_ply_37.png,2,d7e8,Qe8,True,33.0,0.0293,5,d7d4,Qxd4+,37.28,0.6239,1,d7d4,Qxd4+,37.28,-4.28,False,False,False
u3ENT7qN_ply_38,u3ENT7qN,38,20,white,2267,HELIO94,FreeDraw-Com,21,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/u3ENT7qN_ply_38.png,4,d2f4,Qf4,True,64.63,0.1552,2,f1f4,Rf4,44.02,0.0148,8,d2f4,Qf4,64.63,20.61,False,True,True
u3ENT7qN_ply_39,u3ENT7qN,39,20,black,2251,HELIO94,FreeDraw-Com,38,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/u3ENT7qN_ply_39.png,3,b8d7,Nd7,True,33.0,0.504,1,b8d7,Nd7,33.0,0.504,1,b8d7,Nd7,33.0,0.0,True,True,False
u3ENT7qN_ply_40,u3ENT7qN,40,21,white,2267,HELIO94,FreeDraw-Com,54,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/u3ENT7qN_ply_40.png,4,g5h6,Bh6,True,85.23,0.1309,5,f1f2,Rf2,64.04,0.0487,6,g5h6,Bh6,85.23,21.19,False,True,True
u3ENT7qN_ply_41,u3ENT7qN,41,21,black,2251,HELIO94,FreeDraw-Com,27,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/u3ENT7qN_ply_41.png,3,c6d5,Bd5,True,33.0,0.2459,2,c6a4,Ba4,33.0,0.0009,22,c6d5,Bd5,33.0,0.0,False,True,False
u3ENT7qN_ply_42,u3ENT7qN,42,22,white,2267,HELIO94,FreeDraw-Com,46,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/u3ENT7qN_ply_42.png,4,h3h4,h4,True,59.27,0.1584,1,c1a1,Ra1,55.04,0.0002,40,c1d1,Rcd1,74.04,4.23,False,False,True
u3ENT7qN_ply_43,u3ENT7qN,43,22,black,2251,HELIO94,FreeDraw-Com,30,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/u3ENT7qN_ply_43.png,3,c8c1,Rxc1,True,74.01,0.1827,2,c8c1,Rxc1,74.01,0.1827,2,c8c1,Rxc1,74.01,0.0,True,True,False
u3ENT7qN_ply_44,u3ENT7qN,44,23,white,2267,HELIO94,FreeDraw-Com,17,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/u3ENT7qN_ply_44.png,2,f1c1,Rxc1,True,55.23,0.8887,1,f1c1,Rxc1,55.23,0.8887,1,f1c1,Rxc1,55.23,0.0,True,True,False
u3ENT7qN_ply_45,u3ENT7qN,45,23,black,2251,HELIO94,FreeDraw-Com,34,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/u3ENT7qN_ply_45.png,3,a8c8,Rc8,True,33.0,0.3516,1,a8c8,Rc8,33.0,0.3516,1,a8c8,Rc8,33.0,0.0,True,True,False
u3ENT7qN_ply_46,u3ENT7qN,46,24,white,2267,HELIO94,FreeDraw-Com,13,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/u3ENT7qN_ply_46.png,3,c1f1,Rf1,True,76.62,0.5709,1,c1c8,Rxc8,52.12,0.2715,2,c1f1,Rf1,76.62,24.5,False,True,True
u3ENT7qN_ply_47,u3ENT7qN,47,24,black,2251,HELIO94,FreeDraw-Com,20,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/u3ENT7qN_ply_47.png,4,d5c4,Bc4,True,33.0,0.0888,5,d5a2,Bxa2,33.0,0.1909,2,d5c4,Bc4,33.0,0.0,False,True,False
